,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
751,752,60,2,,7750,Pave,,1,1,AllPub,1,1,Gilbert,RRAn,Norm,1,2,7,5,2003,2003,1,1,1,1,1,0,1,2,1,1,2,1,3,0,3,0,660,660,1,3,1,1,660,660,0,1320,0,0,2,1,3,1,1,6,1,0,5,1,2003,3,2,400,2,2,1,0,48,0,0,0,0,,,,0,8,2007,1,Normal,162000
752,753,20,2,79.0,9236,Pave,,2,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,6,5,1997,1997,1,1,1,1,1,0,2,1,1,1,2,2,1,1200,3,0,279,1479,1,3,1,1,1494,0,0,1494,1,0,2,0,3,1,1,6,1,0,5,1,1997,1,2,576,2,2,1,168,27,0,0,0,0,,,,0,7,2006,1,Normal,217000
753,754,60,2,80.0,10240,Pave,,1,1,AllPub,1,1,NridgHt,Norm,Norm,1,2,8,5,2005,2005,1,1,1,1,2,178,1,2,1,1,2,3,3,0,3,0,1030,1030,1,1,1,1,1038,1060,0,2098,0,0,2,1,3,1,3,8,1,1,1,1,2005,1,3,878,2,2,1,192,52,0,0,0,0,,,,0,3,2006,1,Normal,275500
754,755,20,2,61.0,7930,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,8,1969,2005,1,1,7,7,1,0,2,2,2,2,2,1,1,439,6,472,115,1026,1,1,1,1,1026,0,0,1026,1,0,1,0,3,1,1,5,1,0,5,2,1969,1,2,440,2,2,1,171,48,0,0,0,0,,,,0,7,2009,1,Normal,156000
755,756,160,3,34.0,3230,Pave,Pave,1,1,AllPub,1,1,Somerst,Norm,Norm,4,2,6,5,1999,1999,1,1,2,2,2,894,2,2,1,1,2,1,1,381,3,0,348,729,1,1,1,1,742,729,0,1471,0,0,2,1,3,1,2,6,1,0,5,2,1999,2,2,440,2,2,1,0,24,0,0,0,0,,,,0,3,2009,1,Normal,172500
756,757,60,2,68.0,10769,Pave,,2,1,AllPub,1,1,CollgCr,Norm,Norm,1,2,8,5,2007,2007,1,1,1,1,1,0,1,2,1,1,2,4,1,20,3,0,846,866,1,3,1,1,866,902,0,1768,0,0,2,1,3,1,1,7,1,0,5,1,2007,1,2,578,2,2,1,144,105,0,0,0,0,,,,0,4,2009,1,Normal,212000
757,758,60,2,,11616,Pave,,2,1,AllPub,4,1,Sawyer,Norm,Norm,1,2,6,5,1978,1978,2,1,4,4,4,328,2,2,2,2,2,3,4,438,3,0,234,672,1,2,1,1,672,714,0,1386,0,0,2,1,3,1,2,6,1,1,2,1,1978,3,2,440,2,2,1,335,0,0,0,0,0,,GdPrv,,0,4,2010,1,Abnorml,158900
758,759,160,3,24.0,2280,Pave,Pave,1,1,AllPub,1,1,Somerst,Norm,Norm,5,2,7,5,1999,1999,1,1,2,2,2,360,2,2,1,1,2,1,2,549,3,0,195,744,1,1,1,1,757,744,0,1501,0,0,2,1,3,1,2,6,1,0,5,2,1999,2,2,440,2,2,1,0,0,0,0,0,0,,,,0,8,2008,1,Normal,179400
759,760,60,2,65.0,12257,Pave,,2,1,AllPub,1,1,NoRidge,Norm,Norm,1,2,8,5,1995,1995,1,1,1,1,2,513,1,2,1,1,2,4,6,56,2,64,1198,1318,1,3,1,1,1328,1203,0,2531,0,0,2,1,4,1,1,9,1,1,2,1,1995,1,3,752,2,2,1,222,98,0,0,0,0,,,,0,11,2007,1,Normal,290000
760,761,20,2,70.0,9100,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,6,1959,1959,2,1,3,3,1,0,2,2,2,2,2,1,4,612,3,0,252,864,1,3,1,1,864,0,0,864,0,0,1,0,2,1,2,5,1,0,5,2,2008,2,1,300,3,3,1,0,0,0,0,0,0,,,Shed,450,10,2009,1,Normal,127500
761,762,30,1,60.0,6911,Pave,,1,1,AllPub,2,1,BrkSide,Feedr,Norm,1,1,5,5,1924,1950,1,1,3,3,1,0,2,2,1,2,2,3,6,405,3,0,740,1145,1,2,1,1,1301,0,0,1301,0,0,1,0,2,1,4,5,2,0,5,2,1965,2,2,440,2,2,1,0,0,0,0,0,0,,,,0,10,2009,1,Normal,100000
762,763,60,3,72.0,8640,Pave,,1,1,AllPub,1,1,Somerst,Norm,Norm,1,2,7,5,2009,2009,1,1,1,1,1,0,2,2,1,1,2,3,1,24,3,0,732,756,1,3,1,1,764,783,0,1547,0,0,2,1,3,1,1,7,1,0,5,1,2009,2,2,614,2,2,1,169,45,0,0,0,0,,,,0,6,2010,7,Normal,215200
763,764,60,2,82.0,9430,Pave,,1,1,AllPub,1,1,NoRidge,Norm,Norm,1,2,8,5,1999,1999,1,1,1,1,2,673,1,2,1,1,2,3,1,1163,3,0,89,1252,1,3,1,1,1268,1097,0,2365,1,0,2,1,3,1,1,8,1,1,1,1,1999,1,3,856,2,2,1,0,128,0,0,180,0,,,,0,7,2009,1,Normal,337000
764,765,120,2,30.0,9549,Pave,,2,1,AllPub,4,1,Veenker,Norm,Norm,4,1,8,5,1995,1996,2,1,8,8,1,0,1,1,1,1,1,4,6,437,1,1057,0,1494,1,3,1,1,1494,0,0,1494,1,0,1,1,2,1,3,6,1,1,1,1,1995,3,2,481,2,2,1,0,30,0,0,216,0,,,,0,4,2006,1,Normal,270000
765,766,20,2,75.0,14587,Pave,,2,1,AllPub,1,1,Somerst,Norm,Norm,1,1,9,5,2008,2008,1,1,1,1,3,284,1,2,1,1,2,1,3,0,3,0,1498,1498,1,3,1,1,1506,0,0,1506,0,0,2,0,2,1,3,6,1,1,1,1,2008,3,2,592,2,2,1,0,174,0,0,0,0,,,,0,8,2008,2,Partial,264132
766,767,60,2,80.0,10421,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,2,7,5,1988,1988,1,1,4,4,2,42,2,2,2,1,2,1,1,394,3,0,586,980,1,2,1,1,980,734,0,1714,0,0,2,1,3,1,2,7,1,1,2,1,1988,2,2,496,2,2,1,228,66,156,0,0,0,,MnPrv,Shed,500,3,2010,1,Normal,196500
767,768,50,2,75.0,12508,Pave,,2,1,AllPub,1,1,Mitchel,Norm,Norm,1,4,6,7,1940,1985,1,1,1,1,1,0,2,2,2,1,2,3,2,660,3,0,323,983,1,3,1,1,983,767,0,1750,1,0,2,0,4,1,2,7,5,0,5,1,1989,2,1,423,2,2,1,245,0,156,0,0,0,,,Shed,1300,7,2008,1,Normal,160000
768,769,20,2,70.0,9100,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2004,2005,2,1,1,1,1,0,1,2,1,1,2,1,1,24,3,0,1836,1860,1,3,1,1,1836,0,0,1836,0,0,2,0,3,1,1,8,1,1,1,1,2004,3,2,484,2,2,1,120,33,0,0,0,0,,,,0,10,2006,1,Normal,216837
769,770,60,2,47.0,53504,Pave,,3,4,AllPub,4,2,StoneBr,Norm,Norm,1,2,8,5,2003,2003,2,1,6,5,2,603,3,2,1,1,2,2,2,1416,3,0,234,1650,1,3,1,1,1690,1589,0,3279,1,0,3,1,4,1,3,12,5,1,1,3,2003,3,3,841,2,2,1,503,36,0,0,210,0,,,,0,6,2010,1,Normal,538000
770,771,85,2,,7252,Pave,,2,1,AllPub,4,1,Sawyer,Norm,Norm,1,6,5,5,1982,1982,2,1,3,3,1,0,2,2,2,1,2,4,1,685,3,0,173,858,1,2,1,1,858,0,0,858,1,0,1,0,2,1,2,5,1,0,5,2,1983,2,2,576,2,2,1,120,0,0,0,0,0,,,,0,4,2009,1,Normal,134900
771,772,20,2,67.0,8877,Pave,,1,1,AllPub,1,1,Edwards,Norm,Norm,1,1,4,5,1951,1951,1,1,3,3,1,0,2,2,2,4,4,1,6,836,3,0,0,836,1,2,1,2,1220,0,0,1220,0,0,1,0,2,1,2,6,1,0,5,2,1951,2,2,396,2,2,1,0,0,0,0,0,0,,,,0,4,2006,3,Normal,102000
772,773,80,2,94.0,7819,Pave,,1,1,AllPub,1,1,Edwards,Norm,Norm,1,3,6,5,1976,1976,1,1,7,7,1,0,2,2,2,2,2,4,2,422,7,127,480,1029,1,2,1,1,1117,0,0,1117,1,0,1,0,3,1,2,6,1,1,2,2,1976,2,2,672,2,2,1,144,0,0,0,0,0,,MnPrv,,0,3,2010,1,Abnorml,107000
773,774,20,2,70.0,10150,Pave,,1,1,AllPub,1,1,NAmes,Feedr,Norm,1,1,5,5,1958,1958,1,1,3,3,1,1,2,2,2,2,2,1,4,456,3,0,456,912,1,3,1,3,912,0,0,912,0,0,1,0,2,1,2,5,1,0,5,1,1958,1,1,275,2,2,1,0,0,0,0,0,0,,,,0,7,2007,3,Normal,114500
774,775,20,2,110.0,14226,Pave,,1,1,AllPub,3,1,NridgHt,Norm,Norm,1,1,8,5,2006,2006,2,1,1,1,2,375,1,2,1,1,2,4,3,0,3,0,1935,1935,1,1,1,1,1973,0,0,1973,0,0,2,0,3,1,1,9,1,1,1,1,2006,3,3,895,2,2,1,315,45,0,0,0,0,,,,0,7,2007,2,Partial,395000
775,776,120,1,32.0,4500,Pave,,1,1,AllPub,2,1,Mitchel,Norm,Norm,4,1,6,5,1998,1998,2,1,1,1,2,320,2,2,1,3,2,1,1,866,3,0,338,1204,1,3,1,1,1204,0,0,1204,1,0,2,0,2,1,2,5,1,0,5,1,1998,3,2,412,2,2,1,0,247,0,0,0,0,,,,0,6,2009,1,Normal,162000
776,777,20,2,86.0,11210,Pave,,2,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2005,2006,1,1,1,1,2,240,1,2,1,1,2,4,1,20,3,0,1594,1614,1,3,1,1,1614,0,0,1614,0,0,2,0,3,1,1,7,1,0,5,1,2005,1,3,865,2,2,1,144,59,0,0,0,0,,,,0,7,2006,2,Partial,221500
777,778,20,2,100.0,13350,Pave,,2,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,5,5,1974,1974,2,1,4,7,1,0,2,2,2,2,2,1,2,762,3,0,102,864,1,2,1,1,894,0,0,894,1,0,1,0,3,1,2,5,1,1,Fa,1,1974,2,2,440,2,2,1,241,0,0,0,0,0,,MnPrv,,0,6,2006,1,Normal,142500
778,779,90,5,60.0,8400,Pave,,1,1,AllPub,1,1,SawyerW,Feedr,Norm,3,1,5,5,1977,1977,1,1,7,7,2,320,2,2,5,5,5,5,5,0,5,0,0,0,1,2,1,1,2020,0,0,2020,0,0,2,0,4,2,2,10,1,2,2,2,1977,2,2,630,2,2,1,0,0,0,0,0,0,,,,0,10,2007,1,Normal,144000
779,780,90,2,78.0,10530,Pave,,1,1,AllPub,1,1,Mitchel,Norm,Norm,3,6,6,5,1977,1977,1,1,7,12,2,90,2,2,2,1,2,2,1,975,3,0,0,975,1,2,1,1,1004,0,0,1004,1,0,1,0,2,1,2,4,1,0,5,1,1977,2,2,504,2,2,1,0,0,0,0,0,0,,,,0,5,2006,1,Normal,135000
780,781,20,2,63.0,7875,Pave,,1,1,AllPub,1,1,Gilbert,Norm,Norm,1,1,7,5,1995,1996,1,1,4,4,2,38,2,2,1,1,1,1,3,0,3,0,1237,1237,1,1,1,1,1253,0,0,1253,0,0,2,0,3,1,2,6,1,1,2,1,1995,3,2,402,2,2,1,220,21,0,0,0,0,,,,0,6,2007,1,Normal,176000
781,782,60,2,65.0,7153,Pave,,1,1,AllPub,1,1,SawyerW,Norm,Norm,1,2,6,5,1992,1992,1,1,1,1,1,0,1,1,1,1,2,1,2,387,3,0,374,761,1,3,1,1,810,793,0,1603,0,0,2,1,3,1,1,7,1,0,5,1,1992,1,2,484,2,2,1,0,124,0,0,0,0,,,,0,7,2006,1,Normal,175900
782,783,20,2,67.0,16285,Pave,,3,1,AllPub,1,1,CollgCr,Norm,Norm,1,1,7,5,2001,2002,1,1,1,1,1,0,1,2,1,1,2,1,3,0,3,0,1413,1413,1,3,1,1,1430,0,0,1430,0,0,2,0,3,1,1,6,1,0,5,1,2001,1,2,605,2,2,1,0,33,0,0,0,0,,,,0,6,2009,1,Normal,187100
783,784,85,2,,9101,Pave,,2,1,AllPub,3,1,Mitchel,Norm,Norm,1,6,5,6,1978,1978,1,1,7,7,2,104,2,1,1,1,2,4,1,1097,3,0,0,1097,1,3,1,1,1110,0,0,1110,1,0,1,0,1,1,1,4,1,1,2,1,1978,3,2,602,2,2,1,303,30,0,0,0,0,,,,0,7,2009,1,Normal,165500
784,785,75,1,35.0,6300,Pave,Grvl,1,1,AllPub,1,1,OldTown,Norm,Norm,1,7,6,6,1914,2001,1,1,3,5,1,0,2,2,2,2,2,1,3,0,3,0,742,742,1,3,1,1,742,742,0,1484,0,0,2,0,3,1,2,9,1,1,1,5,0,4,0,0,5,5,1,0,291,134,0,0,0,,,,0,6,2008,1,Normal,128000
785,786,20,2,,9790,Pave,,1,1,AllPub,1,1,NWAmes,Feedr,Norm,1,1,6,5,1967,1967,1,1,8,3,1,0,2,2,2,2,2,1,4,251,6,630,491,1372,1,2,1,1,1342,0,0,1342,0,0,2,0,3,1,2,7,1,1,1,1,1967,2,2,457,2,2,1,0,0,0,0,197,0,,,,0,9,2009,1,Normal,161500
786,787,50,1,60.0,10800,Pave,,1,1,AllPub,1,1,OldTown,Artery,Norm,1,4,5,6,1915,1950,1,1,2,2,1,0,2,1,1,4,2,1,6,686,3,0,0,686,1,2,1,1,966,686,0,1652,1,0,2,0,4,1,2,7,1,0,5,2,1961,2,1,416,2,2,1,0,0,196,0,0,0,,,Shed,1200,6,2010,1,Normal,139000
787,788,60,2,76.0,10142,Pave,,2,1,AllPub,1,1,SawyerW,Norm,Norm,1,2,7,5,2004,2004,1,1,1,1,1,0,1,2,1,1,2,1,1,656,3,0,300,956,1,3,1,1,956,1128,0,2084,1,0,2,1,4,1,1,8,1,0,5,3,2004,1,2,618,2,2,1,0,45,0,0,0,0,,,,0,1,2010,1,Normal,233000
788,789,20,1,50.0,6000,Pave,,1,1,AllPub,3,1,OldTown,Norm,Norm,1,1,4,7,1954,2000,1,1,2,2,1,0,2,2,2,2,2,1,3,0,3,0,901,901,1,3,1,1,901,0,0,901,0,0,1,0,2,1,2,4,1,0,5,2,1954,2,1,281,4,2,1,0,0,0,0,0,0,,,,0,8,2008,1,Normal,107900
789,790,60,2,,12205,Pave,,2,3,AllPub,1,1,ClearCr,Norm,Norm,1,2,6,8,1966,2007,1,1,4,4,2,157,2,2,2,2,4,2,6,568,3,0,264,832,1,1,1,1,976,1111,0,2087,0,0,2,1,5,1,1,9,1,0,5,1,1966,3,2,444,2,2,1,133,168,0,0,0,0,,,,0,7,2007,1,Normal,187500
790,791,120,2,43.0,3182,Pave,,1,1,AllPub,1,1,Blmngtn,Norm,Norm,4,1,7,5,2005,2006,1,1,1,1,2,11,1,2,1,1,2,1,1,16,3,0,1129,1145,1,3,1,1,1145,0,0,1145,0,0,2,0,2,1,1,5,1,1,1,1,2005,3,2,397,2,2,1,100,16,0,0,0,0,,,,0,9,2009,1,Normal,160200
791,792,80,2,,11333,Pave,,2,1,AllPub,3,1,Mitchel,Norm,Norm,1,3,6,5,1976,1976,1,1,4,4,1,0,2,2,1,1,2,4,2,539,3,0,490,1029,1,2,1,1,1062,0,0,1062,1,0,1,0,3,1,2,5,1,2,2,1,1976,1,2,539,2,2,1,120,0,0,0,0,0,,,,0,5,2007,1,Normal,146800
792,793,60,2,92.0,9920,Pave,,2,1,AllPub,4,1,NoRidge,Norm,Norm,1,2,7,5,1996,1997,1,1,2,2,1,0,1,2,1,1,2,4,1,862,3,0,255,1117,1,3,1,1,1127,886,0,2013,1,0,2,1,3,1,2,8,1,1,2,1,1997,2,2,455,2,2,1,180,130,0,0,0,0,,,,0,6,2007,1,Normal,269790
793,794,20,2,76.0,9158,Pave,,1,1,AllPub,1,1,Somerst,Norm,Norm,1,1,8,5,2007,2007,1,1,6,6,3,140,1,2,1,1,2,4,3,0,3,0,1496,1496,1,3,1,1,1496,0,0,1496,0,0,2,0,3,1,1,7,1,0,5,1,2007,3,2,474,2,2,1,168,130,0,0,0,0,,,,0,6,2007,2,Partial,225000
794,795,60,2,,10832,Pave,,2,1,AllPub,3,1,Gilbert,Norm,Norm,1,2,7,5,1994,1996,1,1,2,2,1,0,1,2,1,1,2,1,3,0,3,0,712,712,1,3,1,1,1086,809,0,1895,0,0,2,1,3,1,1,7,1,1,2,1,1994,3,2,409,2,2,1,143,46,0,0,0,0,,,Shed,500,10,2008,1,Normal,194500
795,796,60,2,70.0,8400,Pave,,1,1,AllPub,1,1,SawyerW,Norm,Norm,1,2,6,6,1980,1981,1,1,4,4,2,130,2,2,2,1,2,1,3,0,3,0,650,650,1,2,1,1,888,676,0,1564,0,0,2,1,3,1,2,7,1,1,2,1,1980,2,2,476,2,2,1,0,50,0,0,204,0,,MnPrv,,0,4,2010,1,Normal,171000
796,797,20,2,71.0,8197,Pave,,1,1,AllPub,1,1,Sawyer,Norm,Norm,1,1,6,5,1977,1977,1,1,7,7,2,148,2,2,2,2,2,1,3,0,3,0,660,660,1,3,1,1,1285,0,0,1285,0,0,1,1,3,1,2,7,1,1,2,1,1977,1,2,528,2,2,1,138,0,0,0,0,0,,MnPrv,,0,4,2007,1,Normal,143500
797,798,20,2,57.0,7677,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,5,1953,1953,1,1,1,1,1,0,2,2,2,2,2,1,7,570,3,0,203,773,1,1,1,1,773,0,0,773,0,0,1,0,2,1,2,4,1,0,5,1,1953,2,1,240,2,2,1,0,0,0,0,0,0,,,,0,4,2008,1,Abnorml,110000
798,799,60,2,104.0,13518,Pave,,1,1,AllPub,1,1,NridgHt,Norm,Norm,1,2,9,5,2008,2009,2,1,1,1,3,860,3,2,1,3,2,1,3,0,3,0,1926,1926,1,3,1,1,1966,1174,0,3140,0,0,3,1,4,1,3,11,1,2,1,3,2009,3,3,820,2,2,1,144,78,0,0,0,0,,,,0,7,2009,2,Partial,485000
799,800,50,2,60.0,7200,Pave,,1,1,AllPub,3,1,SWISU,Feedr,Norm,1,4,5,7,1937,1950,1,1,3,3,2,252,2,2,3,1,2,1,2,569,3,0,162,731,1,3,1,1,981,787,0,1768,1,0,1,1,3,1,1,7,1,2,2,2,1939,2,1,240,2,2,1,0,0,264,0,0,0,,MnPrv,,0,6,2007,1,Normal,175000
800,801,60,2,79.0,12798,Pave,,2,4,AllPub,1,2,ClearCr,Feedr,Norm,1,2,6,5,1997,1997,1,1,1,1,1,0,2,2,1,1,2,2,1,462,3,0,154,616,1,1,1,1,616,1072,0,1688,1,0,2,1,4,1,1,8,1,0,5,1,1997,1,2,603,2,2,1,403,114,185,0,0,0,,,Shed,400,5,2008,1,Normal,200000
801,802,30,1,40.0,4800,Pave,,1,1,AllPub,1,1,IDOTRR,Norm,Norm,1,1,4,7,1916,1990,1,1,2,2,1,0,2,2,2,2,2,1,6,197,3,0,999,1196,1,3,1,3,1196,0,0,1196,1,0,1,0,2,1,2,5,1,0,5,2,1957,2,2,440,2,2,1,0,0,0,0,0,0,,,,0,7,2007,1,Normal,109900
802,803,60,2,63.0,8199,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,1,2,7,5,2005,2005,1,1,5,5,1,0,1,2,1,1,2,4,1,648,3,0,80,728,1,3,1,1,728,728,0,1456,1,0,2,1,3,1,1,7,1,1,1,1,2005,3,2,410,2,2,1,36,18,0,0,0,0,,,,0,10,2008,1,Normal,189000
803,804,60,2,107.0,13891,Pave,,1,1,AllPub,1,1,NridgHt,Norm,Norm,1,2,9,5,2008,2009,2,1,1,1,3,424,3,2,1,3,2,2,3,0,3,0,1734,1734,1,3,1,1,1734,1088,0,2822,0,0,3,1,4,1,3,12,1,1,1,3,2009,1,3,1020,2,2,1,52,170,0,0,192,0,,,,0,1,2009,2,Partial,582933
804,805,20,2,75.0,9000,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,5,5,1954,1954,1,1,3,3,1,0,2,2,2,2,2,1,6,812,3,0,124,936,1,2,1,1,1128,0,0,1128,0,0,1,0,2,1,2,5,2,0,5,1,1954,2,1,286,2,2,1,0,0,0,0,0,0,,GdWo,,0,6,2006,1,Family,118000
805,806,20,2,91.0,12274,Pave,,2,1,AllPub,2,1,Somerst,Norm,Norm,1,1,7,5,2008,2008,1,1,1,1,3,256,1,2,1,1,2,1,3,0,3,0,1417,1417,1,3,1,1,1428,0,0,1428,0,0,2,0,3,1,3,6,1,0,5,1,2008,1,2,554,2,2,1,0,60,0,0,0,0,,,,0,7,2008,2,Partial,227680
806,807,80,2,75.0,9750,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,3,5,5,1967,1967,1,1,1,1,1,0,2,2,1,2,2,4,2,400,4,480,100,980,1,1,1,1,980,0,0,980,0,0,2,0,3,1,2,6,1,0,5,1,1967,3,1,384,2,2,1,68,0,0,0,0,0,,,,0,10,2006,1,Normal,135500
807,808,70,2,144.0,21384,Pave,,1,1,AllPub,1,1,BrkSide,Norm,Norm,1,2,5,6,1923,2004,1,1,3,3,1,0,2,2,2,2,2,2,1,1309,3,0,15,1324,1,3,1,1,1072,504,0,1576,2,0,1,1,3,1,1,6,1,1,2,1,1923,1,2,528,2,2,1,0,312,0,0,0,0,,,,0,5,2009,1,Normal,223500
808,809,80,2,85.0,13400,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,3,5,5,1966,1966,1,1,1,1,2,1047,2,2,2,2,2,4,2,516,7,128,380,1024,1,2,1,1,1086,0,0,1086,1,0,1,0,3,1,2,6,1,1,1,1,1966,1,2,484,2,2,1,0,0,0,0,0,0,,GdWo,,0,6,2006,1,Normal,159950
809,810,75,1,90.0,8100,Pave,,1,1,AllPub,3,1,OldTown,Norm,Norm,1,7,5,5,1898,1965,2,1,9,9,1,0,2,2,1,2,2,1,3,0,3,0,849,849,1,2,2,3,1075,1063,0,2138,0,0,2,0,2,3,2,11,1,0,5,2,1910,2,2,360,4,6,2,40,156,0,0,0,0,,MnPrv,,0,11,2009,1,Normal,106000
810,811,20,2,78.0,10140,Pave,,1,1,AllPub,1,1,NWAmes,Norm,Norm,1,1,6,6,1974,1999,2,1,4,4,2,99,2,2,2,2,2,1,2,663,6,377,0,1040,1,4,1,1,1309,0,0,1309,1,0,1,1,3,1,1,5,1,1,Fa,1,1974,1,2,484,2,2,1,265,0,0,0,0,648,Fa,GdPrv,,0,1,2006,1,Normal,181000
811,812,120,1,,4438,Pave,,1,1,AllPub,1,1,CollgCr,Norm,Norm,4,1,6,5,2004,2004,1,1,1,1,2,169,1,2,1,1,2,2,1,662,3,0,186,848,1,3,1,1,848,0,0,848,1,0,1,0,1,1,1,4,1,1,1,1,2004,3,2,420,2,2,1,140,0,0,0,0,0,,,,0,6,2008,4,Normal,144500
812,813,20,4,66.0,8712,Grvl,,1,2,AllPub,1,2,IDOTRR,Norm,Norm,1,1,5,5,1952,1952,2,1,3,3,1,0,4,2,2,2,2,4,3,0,3,0,540,540,1,2,2,3,1044,0,0,1044,0,0,1,0,2,1,4,4,1,0,5,6,1952,2,2,504,2,2,2,0,0,0,0,0,0,,,Shed,54,6,2010,1,Alloca,55993
813,814,20,2,75.0,9750,Pave,,1,1,AllPub,1,1,NAmes,Norm,Norm,1,1,6,6,1958,1958,1,1,2,2,2,243,2,2,2,2,2,1,4,608,3,0,834,1442,1,1,1,1,1442,0,0,1442,0,0,1,1,4,1,2,7,1,0,5,1,1958,1,1,301,2,2,1,0,0,275,0,0,0,,,Shed,500,4,2007,3,Normal,157900
814,815,50,2,45.0,8248,Pave,Grvl,1,1,AllPub,1,1,Edwards,Norm,Norm,1,4,5,7,1918,1950,1,1,11,11,1,0,2,2,3,2,2,1,3,0,3,0,686,686,2,1,1,1,686,564,0,1250,0,1,1,1,3,1,4,7,1,0,5,2,1955,2,1,280,2,2,3,207,0,96,0,0,0,,,,0,7,2006,1,Normal,116000
815,816,20,2,48.0,12137,Pave,,3,1,AllPub,4,1,CollgCr,Norm,Norm,1,1,7,5,1998,1998,1,1,1,1,2,442,2,2,1,1,2,1,3,0,3,0,1649,1649,1,3,1,1,1661,0,0,1661,0,0,2,0,3,1,1,6,1,0,5,1,1998,1,2,598,2,2,1,0,34,0,0,0,0,,,,0,5,2010,1,Normal,224900
816,817,20,2,,11425,Pave,,2,1,AllPub,3,1,NAmes,Norm,Norm,1,1,5,6,1954,1954,1,1,8,8,1,0,2,2,2,2,2,1,7,486,3,0,522,1008,1,1,1,1,1008,0,0,1008,0,0,1,0,2,1,2,4,1,1,1,1,1954,1,1,275,2,2,1,0,0,120,0,0,0,,,,0,7,2006,1,Normal,137000
817,818,20,2,,13265,Pave,,2,1,AllPub,4,1,Mitchel,Norm,Norm,1,1,8,5,2002,2002,2,1,6,6,2,148,1,2,1,1,2,1,1,1218,3,0,350,1568,1,3,1,1,1689,0,0,1689,1,0,2,0,3,1,1,7,1,2,1,1,2002,1,3,857,2,2,1,150,59,0,0,0,0,,,,0,7,2008,1,Normal,271000
818,819,80,2,80.0,8816,Pave,,1,1,AllPub,1,1,ClearCr,Norm,Norm,1,3,6,7,1971,1971,1,1,4,4,2,80,2,2,2,2,2,4,1,504,3,0,506,1010,1,1,1,1,1052,0,0,1052,1,0,1,0,3,1,2,6,1,0,5,1,1971,2,2,440,2,2,1,0,0,0,0,0,0,,MnPrv,,0,6,2010,1,Normal,155000
819,820,120,2,44.0,6371,Pave,,2,1,AllPub,1,1,NridgHt,Norm,Norm,4,1,7,5,2009,2010,1,1,1,1,3,128,1,2,1,1,2,3,1,733,3,0,625,1358,1,3,1,1,1358,0,0,1358,1,0,2,0,2,1,1,6,1,1,1,1,2010,1,2,484,2,2,1,192,35,0,0,0,0,,,,0,6,2010,2,Partial,224000
820,821,60,2,72.0,7226,Pave,,2,1,AllPub,4,1,CollgCr,Norm,Norm,1,2,7,5,2003,2003,1,1,1,1,1,0,1,2,1,1,2,1,3,0,3,0,798,798,1,3,1,1,798,842,0,1640,0,0,2,1,3,1,1,6,1,0,5,1,2003,1,2,595,2,2,1,0,45,0,0,0,0,,,,0,6,2008,1,Normal,183000
821,822,20,1,60.0,6000,Pave,Pave,1,2,AllPub,1,2,OldTown,Norm,Norm,2,1,4,4,1953,1953,1,1,2,2,1,0,4,2,2,4,2,1,3,0,3,0,936,936,1,2,2,1,936,0,0,936,0,0,1,0,2,1,2,4,3,0,5,2,1974,2,2,576,2,2,1,0,32,112,0,0,0,,,,0,2,2009,1,Normal,93000
822,823,60,2,,12394,Pave,,2,1,AllPub,3,1,Gilbert,Norm,Norm,1,2,7,5,2003,2003,1,1,1,1,1,0,1,2,1,1,2,2,3,0,3,0,847,847,1,3,1,1,847,886,0,1733,0,0,2,1,3,1,1,7,1,1,1,3,2003,3,2,433,2,2,1,100,48,0,0,0,0,,,,0,10,2007,1,Family,225000
